# range:[-5, +5]
2.867708715465600022e+00,6.482838893826116111e-01
3.094041274841299760e+00,2.697301588411988305e-01
3.094247529700918431e+00,5.428969324767666249e-01
-3.789904639469307557e-02,1.628233809906785456e+00
3.076589203998377542e+00,2.700757446152412533e-01
2.859111367234935752e+00,2.838520986784174305e-01
-1.505600736603918799e+00,-4.869952899876852093e-01
-2.488237793085497085e+00,-2.634170423933596350e+00
-1.854460585727011779e+00,2.978545659757212416e-01
3.062223465957206514e+00,4.690988607803415755e-01
-2.176236695099587948e+00,-2.019711181363073926e+00
-1.957779699910121574e+00,-2.006519269459359656e+00
-1.874378130037203036e-02,9.343086672211766697e-01
2.677156436492918345e+00,6.072360641403103942e-01
-1.529795407294042286e+00,1.104239472495494701e+00
-2.899494396098024396e+00,-2.584660466697411341e+00
2.842979776302466899e+00,2.229465677273254620e-01
-2.281792356786741749e+00,-2.830028864444789072e+00
2.873916392675733622e+00,1.073790199788430266e+00
1.005501493326632412e+00,-1.098512328620174339e+00
-1.876836883427086322e+00,-1.593485757587479013e+00
-1.884887282638635364e+00,-2.731600207970584115e+00
-1.406926746225256153e+00,-1.262531114434640722e+00
2.970274252145406635e+00,1.666682534977421415e-01
3.107998722736898589e+00,8.350669131281311663e-02
-1.750694940850384240e+00,-2.597268134380425142e+00
3.540622824927682544e+00,1.878850771097837491e-01
-1.685558663385399170e-01,2.069181101796036815e-01
-9.758535603493998511e-01,-2.082556978626327826e+00
-4.544692370236615986e-01,1.780762925705195343e+00
5.556858173695672365e-01,4.874721942033954925e-01
-2.162311596130058966e+00,-2.322791548894806546e+00
-2.617090227251865908e+00,-2.340479707846242263e+00
-1.781258726685786664e+00,-2.139516312252256025e+00
2.749882535177798903e+00,3.175181201995445068e-01
5.738588544839896555e-01,1.712004925758229490e+00
-3.290532234585957116e+00,-2.027581175897784860e+00
3.140860180617621733e+00,5.883338133129910608e-01
1.928990579630175617e+00,2.178598332374347413e-01
-1.738719953654306316e+00,-2.274482079826682934e+00
-1.609638351637548759e+00,-2.202587339496256735e+00
-1.522468242307025266e+00,-1.843772765041370443e+00
2.925692682664068123e+00,3.931348242334281595e-01
-1.859204710315429665e+00,-1.923865442665772418e+00
2.852138163009093841e+00,5.165481156660995943e-01
-1.825974209273953708e+00,-2.365360430826581428e+00
3.146512267158056986e+00,2.712597539326191964e-01
1.603238570807086205e+00,-4.526642836635972333e-01
2.927071268373532487e+00,3.553762884536735278e-01
-8.228156885490477135e-02,1.886730351636241032e+00
3.238964865144310146e+00,2.056289018594923412e-01
2.996967236719622729e+00,4.941664765204235588e-01
2.939018552382280269e+00,4.497290251390035354e-01
3.225245817658462855e+00,6.871658932323942981e-01
-1.663638882610885439e+00,-2.425800948911547295e+00
3.141470368105525601e+00,5.682780108273478570e-01
3.297926368853049350e+00,5.655687379980941509e-01
-2.058254266557487000e+00,-2.071282648749074529e+00
3.096318248410481644e+00,1.098426007215360101e-01
3.136354571985278561e+00,3.049200875247471410e-01
-2.392428799717076782e+00,-2.631181380670081005e+00
3.197480174265115771e+00,3.496653651565359011e-01
-3.599454183513948191e-01,-4.309136465101328639e-01
-2.794315306689081346e+00,-2.366332209320634483e+00
1.195996063828261624e+00,-6.689451819921603537e-01
3.346135530183067974e+00,1.604197607888119548e-01
1.159667015081955882e-01,1.765755774023842317e+00
3.107224970171466705e+00,5.613534566290980798e-01
3.297416129081711667e+00,1.891655385979923720e-01
-2.484966525839113594e+00,-1.839818497191997748e+00
2.043308027341699529e-01,2.828633889823414238e-01
2.213222849129808711e+00,-9.262172410467071071e-01
3.187915685299274937e+00,2.970976404571663010e-01
1.568235154758115035e+00,1.286105096359598576e+00
-2.006108487599898460e+00,-1.668876791178423247e+00
2.921280986734287044e+00,1.967246810436706905e-01
2.232408762143250347e-01,5.832185995237935128e-01
-2.890233511739042527e+00,-2.842016983687273068e+00
3.022483679743070528e+00,4.917245458433252003e-01
-1.474615679132535773e+00,-1.849143891132339679e+00
-2.614651273042368995e+00,-2.686135145051304907e+00
-2.419998000237855607e+00,5.640360039777417844e-01
-1.081713863206308135e+00,9.275147401369365774e-01
3.061440773543771865e+00,1.147057245640829976e-01
-3.710005691096082137e-01,-8.269156270612398885e-02
3.244352840413561534e+00,5.161056001601663779e-01
2.704814337409411795e+00,5.109764049610138192e-01
3.445886114314802740e+00,2.907822097799127592e-01
1.690561073616126286e+00,7.527413886677561949e-01
2.943915598823403368e+00,2.071646800006519129e-01
2.977907449792792871e+00,2.823933228811393858e-01
1.874181376943448718e-01,-2.201684256701024744e-01
-2.237072636433698136e+00,-3.074704694499251545e+00
1.551413124700929957e-01,-6.365907980425203894e-01
-1.626329176870353166e+00,-2.341380485822136315e+00
-4.075372661343820146e-01,6.791478307964073924e-01
2.517622284989844417e+00,1.464089942527789789e-01
-2.356193596395121048e+00,-1.979011485694988748e+00
-2.908704831385442446e-01,9.464383581969402831e-04
-1.136529789569127757e+00,-8.638633454191382288e-01
-2.042344333902119946e-01,1.065626693100732103e+00
-1.818778786451211271e+00,-3.096459047903399764e+00
3.025126008013673817e-01,-2.380069068581276870e+00
-2.030797742518120508e+00,-2.643171814515195006e+00
-2.651767618077786270e+00,-1.604040957383380928e+00
-9.279355909596558316e-01,-2.600398771789764307e+00
-6.199923034678777034e-01,-1.055320269188863458e+00
-1.439631633186532422e+00,-2.217527446999834950e+00
4.672209640422059773e-01,3.075029407414571203e-01
3.248980615042988962e+00,2.311393550053780777e-01
1.614767250195710435e+00,-1.572266359686174564e+00
8.013677933895483330e-01,-4.911828611192172178e-01
3.192742186263627158e+00,4.557058993128367819e-01
2.569016523203864644e+00,1.660093179604875402e-01
-2.046155505795275165e+00,-2.318339235233616957e+00
3.109917881117313598e+00,-1.212671569369719315e-01
-2.213644560565536157e+00,-1.661718321550440969e+00
-1.980732384422062342e+00,-1.470331578745076140e+00
2.463663270606081479e+00,2.701810649117404872e-01
3.519095841719315221e+00,3.644045101585019486e-01
3.607155916339205071e+00,6.239079948538418519e-01
3.103590489105667594e+00,2.465926284915677946e-01
-1.942119543102416857e-01,-1.303021156382726087e+00
-2.386544948850608083e+00,-2.025668268123748561e+00
-1.710528568705558916e+00,-2.629281320531735577e+00
2.886793848262594775e+00,7.021621364961021516e-01
1.080082508603500413e+00,1.475075127753796789e+00
-1.120449419150863823e+00,1.109572958798089148e+00
-1.589596637657585410e+00,-2.259727691225959401e+00
2.232495665054680112e-01,2.030379547419286279e+00
2.843314714691197675e+00,-8.336820312616315121e-02
-4.261289285936831761e-01,1.318276042446333562e+00
3.078005607919830133e+00,7.153967826577715128e-01
5.582958993260617175e-01,2.486336448070308958e+00
6.489522170535404477e-01,-1.180924753481118028e+00
-1.829491543023445965e+00,-1.800508161528412865e+00
3.160503824143339635e+00,4.692805089286165021e-01
-1.303420828644383134e+00,-1.908042985750497467e+00
2.268852729591110506e+00,-1.931233918688462614e+00
-3.256045343064853270e+00,-2.386913971734022422e+00
-2.406150896038002696e+00,-1.929757514685704667e+00
-1.959239494170538443e+00,-1.754012988316624444e+00
2.860374570970229957e+00,6.011813083517580925e-01
2.377287474174491599e+00,1.071778316559524047e-01
2.778774906123683497e+00,-5.834022029281509675e-02
-2.225210329802272735e+00,-3.043595668173547875e+00
-2.220041200582879792e+00,-2.132799411393673683e+00
1.808589595774812597e+00,-1.707117857759567148e+00
-2.134484035787453049e+00,-2.462433110632014532e+00
-3.641791965797195552e+00,3.193711717902442127e-02
-2.897065604662512062e-01,7.050986435208973502e-01
-1.903724280116221745e+00,-1.937337828209456880e+00
-1.578554774190271237e+00,-2.269319530976784183e+00
1.694421274765883778e+00,5.376670909436145375e-04
1.974883539967054125e+00,-2.446805665680132635e-01
-1.835799017945916489e+00,-1.958686695103825315e+00
-1.026730503605625788e+00,-3.878352579596625826e+00
3.093354021263595932e+00,6.851904738171530340e-01
2.576799989780453881e+00,8.839801339416410997e-01
3.304457076885220168e+00,2.559467304156425316e-01
-1.242750602522655345e+00,-3.565792579407319751e-01
3.084950239375153558e+00,3.983685954339803992e-01
3.328600724541882716e+00,3.346283998961235295e-01
3.371323312905125213e+00,4.590402088827200688e-01
2.867853339759541154e+00,4.815465265966385466e-01
-8.079448923236488833e-02,4.932428560912744397e-01
-1.793879021828965081e+00,-2.053444297804738472e+00
-2.370359183172524364e+00,-2.307190219660083308e+00
2.991977819614867418e+00,3.532013310260525563e-01
-2.185110627021396024e+00,-2.326932006263873642e+00
-2.310219165751761228e+00,-2.435397153064116971e+00
-2.679325954444093494e+00,1.044363602106510136e+00
-1.974483748919692916e+00,-2.207054772509327023e+00
-2.520390405435460668e+00,-1.934572860606157407e+00
-2.362575686009630527e+00,-2.114551404618551178e+00
1.260946098183102881e+00,1.592745955968182248e+00
-1.783659303300415333e+00,-7.827629337638435381e-01
-1.876294396476767268e-01,-4.454845898750563367e-03
-2.055983916450335514e+00,-2.426218093504291407e+00
-2.283484993542089780e-01,4.540151687827522209e-01
1.615194968414015886e+00,6.909489112731136418e-01
2.985039727573071122e+00,2.748696285992295874e-01
3.098674384716988861e+00,1.261012973243776092e-01
-5.612740530073324630e-01,-2.480016814179156093e+00
-2.561476503055286180e+00,-1.705329499297461249e+00
3.327385292566304997e+00,6.902498468161680778e-01
-8.368391764239181407e-01,4.924001214258295622e-01
2.538449171437796803e+00,3.130450358592180016e-01
-1.959581412455980720e+00,-1.915978165722951099e+00
3.207811012302912435e+00,4.317240161467800763e-01
-1.818178585748370768e+00,-1.882199769921928834e+00
-2.851435251679042882e+00,-1.007087358058929905e+00
3.071588131709368508e+00,1.406941937164999934e-01
-2.158773425790945666e+00,-3.244628816444233621e+00
-1.666673212303048546e+00,1.122014480086474641e+00
-2.336855505366302932e+00,-2.674518607932103720e+00
2.940531052214034879e+00,1.740761810768941265e-01
-1.751117216603999216e+00,5.505326719885804687e-01
-2.122013632788311011e+00,-2.457227680912867918e+00
2.779713187830012089e+00,6.223911687226580947e-01
6.646612929350862453e-01,1.087956071903500854e+00
-1.352228657881564100e+00,1.472598465811401525e+00
-2.182910241321263101e+00,-2.222802787372501143e+00
2.619238877025611423e-01,-8.547573092595989186e-01
3.043625699099446358e+00,1.253230468320678526e-01
-4.796117453674051401e-01,-5.588338538879736861e-01
1.527542473190695249e+00,-1.232697623586505475e+00
3.024838227128209933e+00,2.101840263857341143e-02
-2.681809076240600387e+00,-2.809807556006435281e+00
4.316110451510518087e-01,1.666065953403406408e-01
-5.305891046419261015e-01,3.916400702899916486e-01
-9.717743979500510498e-01,-2.808202981544155374e+00
3.177488059089122352e+00,8.413757244746389308e-02
3.024338397492454700e+00,4.139970793053525111e-01
-1.114152282921120340e+00,3.263178230886758513e-01
2.097128606408781959e+00,3.746019205333876445e-01
3.201112456874712464e+00,5.019172708944301675e-01
-1.827665133654274854e+00,-2.012830385997938176e+00
-1.198687216308379044e+00,-2.452162979832027023e+00
3.232889825566696906e+00,2.448170275439077448e-01
-1.376436607840171522e+00,-1.992603402314322425e+00
2.819487416525562562e+00,9.718362726064505575e-01
2.608827258979719232e+00,2.262093912343261515e-01
-1.627089022282368846e+00,-2.478344831420863592e+00
2.775928954986801034e-01,-1.358089051592769270e+00
3.516408234050490300e+00,3.306016723427344650e-01
-1.040821720014005303e+00,-5.056057410908293415e-01
3.370407957703963397e+00,3.225765872440473081e-01
-2.489841068785147993e+00,-2.682455234992848325e+00
-1.565649387960118322e+00,-2.490312978045117198e+00
2.823954644653273061e+00,3.070951328354167842e-01
-2.210142616861643816e+00,-2.836973985488441041e+00
2.768162697128341065e+00,1.905525266455777300e-01
3.296686709027262463e+00,1.569020374528832529e-01
3.068147096268071028e+00,1.953447574031374201e-01
-1.056259418629476254e+00,-5.949116506773788338e-01
-2.367622794781822915e+00,-2.571996585844369410e+00
9.364569018743380546e-01,9.092948339857560569e-01
-2.091324314510426774e+00,-2.750307576833947998e+00
-2.512240342153099437e+00,-3.135201068085745391e+00
-3.893258384422664253e-01,3.198381248992657883e-02
-1.882811696966834036e+00,-2.599867165577637529e+00
-1.955394115442041336e+00,-1.597370966719563690e+00
-1.286103781021732617e+00,9.266125137712534210e-01
2.949747916853788343e+00,6.462424495024580162e-01
5.116629241564115693e-01,3.371398445112733233e-01
-1.893810279076399761e+00,-2.216982934226147783e+00
3.315621559240763183e+00,7.087376432384166758e-02
-5.558689802966813032e-01,-1.094547042712769487e-02
-1.943131664596330355e+00,-2.407165548689122136e+00
3.385528385246582062e+00,4.054595826462820685e-01
-2.073168389556269697e-01,-2.270142306616410810e+00
-1.781817717261838574e+00,-2.229908251667712449e+00
-1.466240843069511079e+00,1.182652309493956722e+00
-7.900630379273223536e-01,8.790649304535252950e-01
2.822645015130281987e+00,1.684335365271983631e-01
-1.333081908047502706e+00,-1.223735166121781459e+00
6.347159966322248881e-01,1.489024869534761319e-01
-2.415060679188480108e+00,-1.874433956044875282e+00
-2.719715871160620635e-01,-1.146499917528661205e+00
2.896510530084973833e+00,2.888843063964967595e-01
-8.379608784512589947e-01,-1.037955882037209898e+00
3.023752672877760617e+00,4.179122197360649604e-01
-1.512401720136897776e+00,-2.841767738882546634e+00
-2.299290220834280696e+00,-2.385272453222315292e+00
2.558257049780464865e+00,5.590284662511267877e-01
3.020113440336659849e+00,4.894671311664207103e-01
-2.021607070057639177e+00,-1.762744874680147067e+00
3.303766506862182872e+00,1.878933477277332509e-01
-1.040258693200279749e+00,-2.832847719455905189e+00
-6.232104994961547018e-01,-8.548324407299519034e-01
3.127492752239539264e+00,6.008695449424636958e-01
-2.068770659633031084e+00,-2.573013923455125251e+00
-9.347114376887452059e-01,1.736566991857251552e-01
2.817872689711424350e+00,3.586290659217276633e-01
3.228409101634508449e+00,2.112794132274535275e-01
3.150653490983037486e+00,1.899051180309668241e-01
2.662594707367065272e+00,2.256812461767188915e-01
-2.787839929988014998e+00,-3.104561240348607143e+00
6.275165066796749291e-02,-1.428239235603059043e-01
-9.616138091725783266e-01,-4.526984943874292067e-01
-1.227017265744559493e+00,-2.031120943208813756e+00
-3.683369412435040791e-01,-1.347810930303830756e-01
1.654872902823043779e+00,1.056510956361276010e+00
-2.192177134773320102e+00,-2.096386828954599935e+00
3.078940211959199758e+00,3.907701876437036925e-01
3.425248140284359533e+00,4.518642709056581719e-01
3.798005793301886257e-01,1.423738616844391291e+00
5.831254735527298116e-01,2.851055187949702585e-01
3.032668202778947553e+00,4.786436605458760929e-01
-1.464250225974022657e+00,-1.882740412698740151e+00
1.063078912116768526e+00,-1.515789429770034058e+00
-9.103794843002672721e-01,-2.501927067775329139e+00
-1.009724866819615263e+00,-2.601266932091916839e+00
-2.062793549068223875e+00,-2.468406803677565708e+00
-6.131844379084275820e-01,2.171200569810514125e-01
-2.303933571775810041e+00,-2.213673325718587215e+00
-2.009013147365451779e+00,-2.818607834970475068e+00
-2.611791218720727947e+00,-2.738975290156295372e+00
-3.927006224889091346e-01,-4.771453638217846294e-01
-1.193986961683587110e-03,-6.269073178788723277e-01
-1.961960160175233003e+00,-2.866435624447107422e+00
-1.642024165836494465e+00,-2.411957129138952549e+00
2.801208642396779247e+00,1.658355755756504013e-01
-1.950233226822533528e+00,-1.881624554451994946e+00
-1.714914415227703159e+00,-2.475778472268851171e+00
6.695615510184533825e-01,-9.589627962071336498e-01
-2.497193258406982252e+00,-2.280379318658301901e+00
2.698433264429448197e+00,4.287713273594916386e-01
3.232276432700047497e+00,1.372004556160886513e-01
3.255929184922516040e+00,3.355016516295046825e-01
1.010698340913062765e+00,1.969203230889164047e+00
-2.155854324477154638e+00,-1.972365090009671418e+00
-3.278862735837932973e-01,1.073591416212419380e+00
-2.375336788216240613e+00,-1.622443526107715028e+00
2.894036813171059652e+00,2.588456199711790529e-01
-1.892001128586339842e+00,-2.730033786323579292e+00
-4.066287716197856117e-01,3.042031456047925353e+00
1.409857797437098215e-01,-7.646379572164092864e-02
-2.244365753347667969e+00,-2.444391508921481826e+00
1.232824309315306177e+00,-1.372762873097051584e+00
2.249568341614765377e+00,7.320925830739274387e-01
3.222708535143654629e+00,5.319404486493840567e-01
-2.169915872806639001e+00,7.217880008490332733e-01
-1.959967817541126145e+00,-1.977384527929419544e+00
-2.555020013783507071e+00,-1.512150811435608366e+00
-2.125492252632059653e+00,-3.056041628118010056e+00
-1.399301562779267094e+00,-2.566823061734944122e+00
3.291064315495304538e+00,1.002935944927381140e-01
-2.265421692237676865e+00,1.406739044202968358e+00
7.113941583244793865e-01,7.267980946881621995e-03
-2.145970162608849652e+00,-2.446238138799006645e+00
-1.602045593813885116e+00,-2.318246973736702632e+00
3.049036567041203405e-01,5.987173807613127563e-02
-2.059060248579766661e+00,-2.427526581934047023e+00
-1.487725981702642475e+00,-2.186272680961292014e+00
-1.881797673383643454e+00,-2.450237081558379604e+00
3.211118411367989367e+00,1.727827950287395553e-01
2.864776200986130394e+00,6.416905300631229325e-01
6.587798095709980206e-01,-1.457808281980597531e+00
3.022316275835444710e+00,1.799434760825589091e-02
3.140183136386991425e+00,3.505240226849711260e-01
2.765854117545385460e+00,4.955906531707999774e-01
-2.770055989274198271e+00,-2.020466288064966864e+00
4.576197359210370519e-01,-5.741626797966513651e-01
-1.641864222471863366e+00,-2.601643984848237778e+00
-1.332915373018354721e+00,1.542482260054863552e+00
2.727705017165223289e+00,4.718145683550941660e-01
3.174433221799223492e+00,9.279263594479170152e-02
3.049155102514288895e+00,7.177110088180491676e-01
4.600463722224321650e-01,-8.816009126950723473e-01
-1.639313051277826672e+00,-3.002246749709115647e+00
3.429784791664775234e+00,4.250601573047174120e-01
3.176619138328532710e+00,3.417116734553825030e-01
2.518182873497194496e+00,2.324705311401271124e-01
3.180260426679189845e+00,-5.632925845780823414e-03
-2.318279484180221228e+00,-2.633091481786741461e+00
-2.405255468411862385e-01,-7.812140524900546001e-01
-1.634068920959417470e+00,-2.065236979255608230e+00
-9.539189878984029036e-01,9.714279016912572562e-01
-7.131561130653148173e-02,1.889405417200100024e+00
-2.151493872773452498e+00,-2.691342462773241184e+00
5.346626419042607714e-02,2.218918263806407554e-01
-1.805913514031149081e+00,-2.730103228878188570e+00
-1.792397774644111541e+00,-2.134821228322360209e+00
3.218005857937438208e+00,5.940145504358742556e-01
4.867609554745435108e-01,5.421067464409387027e-01
-2.644801112562508827e+00,-2.177440119876929536e+00
-1.111463699031943309e+00,-1.759990738462814397e+00
3.325263594178910598e+00,1.477616303547749366e-01
3.030908469022191465e+00,1.826453712862186884e-01
3.073636076608049272e+00,2.799259400765904404e-01
6.259625594626890832e-01,1.733060447672761240e-01
-2.528056662627982565e+00,-2.651621081778390288e+00
3.285749864252514918e+00,-3.041227607953811939e-03
3.157581342688876358e+00,5.765347445216282285e-01
-6.173693563656791339e-01,-3.960683415587164524e-01
-1.882248145329122435e+00,7.776799048047380314e-01
2.974589345252386607e+00,5.673285125559229813e-01
-1.476125295081285982e+00,-1.946089239205679666e+00
2.716277008036140472e+00,5.341854696070260644e-01
1.412900973828982609e+00,-7.549896237030877533e-01
2.998166487048864237e+00,6.141059489563888141e-01
-1.730792680041808529e+00,-8.565332193253144544e-02
2.962070014935009432e+00,1.917879567114175177e-01
6.715641087649296681e-01,-1.075673726032682964e+00
-1.953212166701194352e+00,-2.574979402020713071e+00
-8.002233647862446730e-01,-1.978505554879187001e+00
3.074454567208812161e+00,3.783689152061045502e-01
-1.388818058731380090e+00,-1.312125348956878268e+00
-2.104653541626875235e+00,-2.854695316936456617e+00
3.197226632857789408e+00,4.136072708639031426e-01
1.720123685982174022e+00,4.545418361756033976e-01
-1.272428887027854394e+00,9.334440506027621431e-01
-2.139253989764471786e+00,-2.065161863391702379e+00
-2.300940436804798761e+00,-2.211388402995738911e+00
-1.592397039327912323e+00,-1.922187612703848192e+00
-2.418808576062446924e+00,-2.480857416164311768e+00
-3.612839993402857108e-01,1.916718655051800058e-01
-1.699155439106119658e+00,-2.320613938812220667e+00
-2.185809309533189193e+00,-2.351832530479543770e+00
1.994461429425681276e+00,5.572629380934771559e-01
-2.672955046783428212e+00,-2.860600721895928178e+00
2.139171274777231235e-01,-1.458614395129589569e+00
2.990065852061687401e+00,2.712129900396753057e-01
-1.058014624382388025e+00,-6.102946639033668408e-01
-1.448634205899555605e+00,1.082477402341544659e+00
-2.822175962282104766e+00,-2.707815876462059013e+00
2.847701251581515436e+00,5.900979503397099646e-02
-1.782387995015727533e+00,1.333029287312438305e+00
-1.452252848603740931e+00,-2.317372479345033209e+00
2.790293561059235206e+00,9.210666656599622582e-02
-2.556435110291504498e-01,5.420151681276031974e-01
-5.514889748556460747e-01,-2.255489897438549107e+00
-3.598839242148104578e+00,-4.565262946696018731e-01
-2.187029977871786990e+00,1.300203379073966714e-01
1.133187312861684948e+00,-2.682598033933210502e+00
-1.917191105492731307e+00,-1.886664054976410654e+00
2.813417640268865760e+00,5.477759681385555579e-01
3.898470723883520339e-01,-1.058648396229917577e+00
-3.661088347853808656e-01,1.434424769970177538e+00
3.150857828196574673e+00,5.880797980182574797e-02
-2.836355077246453416e+00,-2.313081035570069499e+00
-2.247001059532425238e+00,-2.180661882399512308e+00
4.334371095209417768e-01,5.291252930778300723e-01
1.145314892145745889e+00,-1.979292270864728032e+00
2.784568171794744806e+00,5.177153108161882678e-01
-2.709729391588463709e+00,5.817057601469836081e-01
-2.050462486995050959e+00,-1.740837927495461290e+00
3.494066443993728122e+00,2.898348673102913442e-01
1.043083700164686572e-01,2.353111407645005759e-01
-6.102689303137892596e-01,-1.793855217769203814e-01
2.870800974105253811e+00,1.766613910726415604e-01
-2.411855509816167586e+00,-2.401701064382920858e+00
3.205844952697806338e+00,3.088371240648445371e-01
-3.194303132901898379e-01,7.434525436755634598e-01
3.606516267441086221e+00,5.572121360957541514e-01
-2.368601999817343984e+00,-2.774183428952905039e+00
-2.423775520751602297e+00,-1.496291217020957243e+00
2.354054335303829237e+00,3.450648233651008034e-01
-5.444905213382179587e-01,-4.323674937682323027e-01
-2.614065417809209091e+00,-1.815459157421776437e+00
3.073802729423788627e+00,3.766678419818188517e-01
-6.162374448213028266e-01,6.959003907370544528e-01
3.169003001133684716e+00,5.122004896753616920e-01
1.854412103226223962e+00,-1.058171539556522628e-01
9.757570402785791241e-01,-2.504411015808140073e-01
5.019056765074217941e-01,-1.140922495280168425e+00
2.880449919378926804e+00,2.442184294978057835e-01
3.074143315805066390e+00,6.570963984930325852e-01
3.040989363056977091e+00,7.388222763687974926e-01
-1.608136852224666624e+00,-2.421014842151353097e+00
3.162324828046752412e+00,2.453044114256587582e-01
-2.622064208265727725e+00,-1.831723052783718497e+00
-1.821535545368208719e+00,3.336274823666870226e+00
-1.640902839025702997e+00,-1.601447021292919271e+00
3.182121437446535861e+00,3.340570740157940421e-01
-4.974602772243081339e-01,2.109492726649375705e-01
-2.345723893936641602e+00,-2.487738805445526502e+00
1.633043425492445522e+00,-1.330663474204841767e-01
7.761220615156173563e-01,-7.376061479848580182e-01
-1.860380750979784725e+00,-2.322623155515642246e+00
9.049451803485188961e-01,-6.043013404668153843e-01
-9.130899340601196235e-01,-5.357724307729095914e-01
-1.483886422537539218e+00,1.076416510233660917e+00
-2.500912945529624842e+00,-2.848235779341161233e+00
-2.023663415896728601e+00,-1.989242704059070777e+00
-1.639711846777381243e+00,-2.372928434236989403e+00
2.831520135403895466e+00,5.974297810272801712e-01
3.725318022166320020e+00,4.551005734421089133e-01
-1.651170678489290333e+00,-2.182998483985120863e+00
-1.895500164908112462e+00,-2.011283065646787271e+00
3.003229016896358683e+00,2.032981533928575058e-01
3.213966426748238181e+00,5.283881462683642782e-01
7.506616743059161267e-01,-7.785475456184591803e-01
3.201502833164285300e-01,1.777619623542962435e+00
3.066918585786036822e+00,-1.318055830485931057e-01
-9.870093363425767041e-01,1.203533671660560911e+00
-1.481581953977567867e+00,-1.185619065177495601e+00
-1.976553472189223948e+00,-1.339489093033663369e+00
-1.993634656114130044e+00,-1.930694769128278976e+00
-2.334178208332766236e+00,-2.091678998909298315e+00
7.955541008420198290e-01,-2.295723340842171015e-02
3.143015468045514904e+00,5.628321699658380695e-01
2.690416199984550616e+00,5.435462720375955348e-01
-1.844714047462314710e+00,-2.317208346641094430e+00
2.550663443730983637e+00,3.086154091935997545e-01
2.913279618775393320e+00,3.302489536288901184e-01
-1.312147490551838436e+00,-2.829552130524378928e+00
-4.724867650639103522e-01,-2.152909460006701803e+00
2.741902963617319333e+00,1.731679781627648851e-01
-2.611179162673103349e+00,-1.476615874234376680e+00
3.138702259227468705e+00,2.862982420227849767e-01
-2.068906966012156623e+00,-2.721240805967110266e+00
2.916604000395675023e+00,2.305546197630934380e-01
-2.079256777853251137e+00,-2.402343944339335291e+00
1.832658948591087134e+00,-4.143947646853415878e-02
1.636796508905642211e+00,-2.012659540317969231e-01
-1.917074899855548242e+00,1.929056317339339133e+00
-2.930110892009437418e+00,-2.909856499222873705e+00
-1.784513315183483551e+00,-2.342045987820237318e+00
-2.572963064715362957e+00,-2.093282264122232839e+00
2.842893393681501291e+00,3.265748326448200678e-01
1.164007220700013168e+00,-1.242663023143677492e+00
-3.215635585358257664e+00,-2.262153896138349385e+00
5.719525721194635981e-01,5.966636445607362838e-01
-2.001964130425336830e+00,-2.210879125072740425e+00
1.093107877580456355e+00,1.827206556559653361e+00
3.175984598735060782e+00,6.147436662184653233e-01
2.039933808687169670e+00,-8.374085748971314969e-01
3.241197875849620935e+00,6.366311281345783391e-01
-1.974849271990676280e+00,-1.914656409766149592e+00
-1.823081128586327759e+00,-2.083985326045450392e+00
2.958809319512080371e+00,5.504908693634891215e-01
1.138700938525627704e+00,1.928631615102942787e+00
3.325329165845663515e-01,3.598171514991981706e-02
3.279483659870966239e+00,2.351485781246701323e-01
2.544910030303250803e+00,2.067363541967818241e-01
-2.538788128036602920e+00,-2.152031282622818953e+00
-1.722069428707819094e+00,-2.243147079167611135e+00
-2.674685782388794397e+00,-2.216494844954690624e+00
2.783499039252342211e+00,1.931833284397794781e-01
-2.965101770487766242e+00,-2.593645798344063280e+00
9.424024412982309751e-02,-4.494197879555608122e-01
3.003944181094126087e+00,-2.007783879871467489e-02
3.192903428250447040e-01,-1.117494279946261715e+00
-1.040811984822189284e+00,2.144172645561602253e-01
3.192361179395694304e+00,-8.437758107536987018e-02
-3.898237437398580640e-01,-1.524731809733658627e+00
7.972783407447661119e-01,2.809940105027283752e-01
2.793106807887140164e+00,4.525684585298967999e-01
-2.545608509754350712e-01,2.103465204910937025e+00
3.056733158565242192e+00,1.777018924259878840e-01
3.447974956672593017e+00,1.172781891482060634e-01
3.003349296872827257e+00,5.260953443874967217e-01
2.881223855977570025e+00,4.388039090061397474e-01
-2.065948159100176706e+00,-1.909448904330483865e+00
-7.056755300314687673e-01,-1.625095370658411698e+00
3.003528715267417493e+00,3.200541224743538304e-01
-2.806989440918501888e+00,-1.754707541053719844e+00
7.438655510027704088e-01,1.041730223696394564e+00
-1.912965336818416962e+00,1.255006664773005987e-01
-2.004800193455904989e+00,-1.597042771273005313e+00
-1.847771136360373934e+00,-1.912138658389672452e+00
-1.678593136157195964e+00,-2.326189024482068657e+00
-1.955237888564941295e+00,-2.052741947195816596e+00
-2.087369365597893101e+00,5.988201141003758332e-01
3.146477305488725840e+00,2.174888847364357947e-01
7.366073804006782744e-02,-1.805113943290399758e+00
-1.772378014430630699e+00,-2.097350319122567974e+00
3.181365946987721127e+00,2.135680802031545700e-01
-2.793236171980348015e+00,-2.972828085291153943e+00
-3.501089334600364644e-01,1.323324906089951680e+00
9.087358681433738150e-02,-1.166993663044845753e-01
3.063222125673026763e+00,6.396046623015207155e-02
-1.463035948091712557e+00,-2.100487270618003777e+00
2.016505023343838854e+00,-7.963767838760471562e-01
3.387384923590230912e+00,7.550309900447263467e-02
-1.630200764437105709e+00,-2.688561002703613756e+00
